ep,vl,vr,e,delta_e
-0.7,1.67,2.18,-0.96,-0.26
-0.96,1.66,2.12,0.05,1.01
0.05,1.99,1.78,0.99,0.94
0.99,2.19,1.62,0.71,-0.28
0.71,1.95,1.82,-0.76,-1.47
-0.76,1.66,2.18,-1.04,-0.28
-1.04,1.73,2.12,0.27,1.31
0.27,2.14,1.78,1.03,0.76
1.03,2.23,1.66,0.6,-0.43
0.6,1.95,1.93,-0.82,-1.42
-0.82,1.66,2.26,-0.97,-0.15
-0.97,1.73,2.13,0.57,1.54
0.57,2.18,1.74,1.01,0.44
1.01,2.18,1.64,0.32,-0.69
0.32,1.85,1.93,-0.94,-1.26
-0.94,1.62,2.2,-0.83,0.11
-0.83,1.79,2.02,0.64,1.47
-0.13,0.32,0.2,0.54,0.67
0.54,0.74,0.34,0.5,-0.04
0.5,0.89,0.75,-0.41,-0.91
-0.41,0.95,1.2,-0.7,-0.29
-0.7,1.18,1.36,0.42,1.12
0.42,1.58,1.27,0.91,0.49
0.91,1.69,1.28,0.21,-0.7
0.21,1.51,1.66,-0.87,-1.08
-0.87,1.41,1.95,-0.79,0.08
-0.79,1.69,1.84,0.78,1.57
0.78,2.13,1.55,0.99,0.21
0.99,2.08,1.68,-0.38,-1.37
-0.38,1.73,2.12,-0.99,-0.61
-0.99,1.68,2.18,-0.09,0.9
-0.09,2.03,1.88,0.97,1.06
0.97,2.24,1.69,0.74,-0.23
0.74,2.03,1.95,-0.95,-1.69
-0.95,1.73,2.34,-1.09,-0.14
-1.09,1.8,2.19,0.7,1.79
0.7,2.3,1.79,1.18,0.48
1.18,2.28,1.75,0.15,-1.03
0.15,1.86,2.2,-1.1,-1.25
-1.1,1.71,2.38,-0.81,0.29
-0.81,1.91,2.11,0.95,1.76
0.95,2.39,1.75,1.2,0.25
1.2,2.25,1.72,0.28,-0.92
0.28,1.82,2.13,-1.04,-1.32
-1.04,1.62,2.37,-0.98,0.06
-0.98,1.77,2.15,0.74,1.72
0.74,2.26,1.74,1.13,0.39
1.13,2.19,1.71,0.08,-1.05
0.08,1.81,2.11,-1.05,-1.13
-1.05,1.67,2.29,-0.67,0.38
-0.67,1.87,2.03,0.92,1.59
0.92,2.3,1.7,1.12,0.2
1.12,2.16,1.72,-0.13,-1.25
-0.13,1.75,2.16,-1.09,-0.96
-1.09,1.62,2.31,-0.7,0.39
-0.7,1.87,2.01,0.88,1.58
0.88,2.3,1.68,1.06,0.18
1.06,2.16,1.71,-0.02,-1.08
-0.02,1.77,2.07,-1.07,-1.05
-1.07,1.59,2.19,-0.71,0.36
-0.71,1.86,1.93,1.09,1.8
1.09,2.3,1.61,1.09,0
1.09,2.12,1.69,-0.2,-1.29
-0.2,1.74,2.11,-1.07,-0.87
-1.07,1.61,2.23,-0.61,0.46
-0.61,1.87,1.92,0.96,1.57
0.96,2.28,1.6,1.12,0.16
1.12,2.1,1.68,-0.37,-1.49
-0.37,1.7,2.16,-1.05,-0.68
-1.05,1.66,2.23,-0.31,0.74
-0.31,1.97,1.9,1.09,1.4
1.09,2.29,1.64,1.01,-0.08
1.01,2.06,1.81,-0.71,-1.72
-0.71,1.64,2.25,-1.07,-0.36
-1.07,1.68,2.2,-0.06,1.01
-0.06,2,1.8,1.07,1.13
1.07,2.18,1.6,0.9,-0.17
0.9,1.94,1.7,-0.55,-1.45
-0.55,1.62,2.1,-1.04,-0.49
-1.04,1.61,2.1,-0.21,0.83
-0.21,1.95,1.76,1.02,1.23
1.02,2.22,1.59,0.83,-0.19
0.83,2.02,1.75,-0.7,-1.53
-0.7,1.67,2.18,-0.96,-0.26
-0.96,1.66,2.12,0.05,1.01
0.05,1.99,1.78,0.99,0.94
0.99,2.19,1.62,0.71,-0.28
0.71,1.95,1.82,-0.76,-1.47
-0.76,1.66,2.18,-1.04,-0.28
-1.04,1.73,2.12,0.27,1.31
0.27,2.14,1.78,1.03,0.76
1.03,2.23,1.66,0.6,-0.43
0.6,1.95,1.93,-0.82,-1.42
-0.82,1.66,2.26,-0.97,-0.15
-0.97,1.73,2.13,0.57,1.54
0.57,2.18,1.74,1.01,0.44
1.01,2.18,1.64,0.32,-0.69
0.32,1.85,1.93,-0.94,-1.26
-0.94,1.62,2.2,-0.83,0.11
-0.83,1.79,2.02,0.64,1.47
0.74,0,0.14,-0.62,-1.36
-0.62,0,0.73,-0.93,-0.31
-0.93,0.4,0.97,0.33,1.26
0.33,1.04,0.81,0.95,0.62
0.95,1.33,0.95,-0.14,-1.09
-0.14,1.15,1.46,-1.07,-0.93
-1.07,1.2,1.73,-0.33,0.74
-0.33,1.56,1.46,0.9,1.23
0.9,1.93,1.29,0.81,-0.09
0.81,1.78,1.57,-0.69,-1.5
-0.69,1.44,2,-1.01,-0.32
-1.01,1.58,1.96,0.22,1.23
0.22,2.02,1.61,0.95,0.73
0.95,2.22,1.57,0.51,-0.44
0.51,1.87,1.85,-0.99,-1.5
-0.99,1.6,2.18,-0.95,0.04
-0.95,1.76,1.97,0.84,1.79
0.84,2.21,1.57,1.14,0.3
1.14,2.11,1.62,-0.3,-1.44
-0.3,1.7,2.09,-1.06,-0.76
-1.06,1.66,2.18,-0.08,0.98
-0.08,1.97,1.82,1.12,1.2
1.12,2.22,1.62,0.74,-0.38
0.74,1.93,1.89,-0.99,-1.73
-0.99,1.55,2.35,-1.09,-0.1
-1.09,1.7,2.14,0.51,1.6
0.51,2.18,1.69,1.08,0.57
1.08,2.24,1.68,0.04,-1.04
0.04,1.85,2.02,-1.1,-1.14
-1.1,1.66,2.2,-0.61,0.49
-0.61,1.95,1.9,1.06,1.67
1.06,2.34,1.58,1.07,0.01
1.07,2.11,1.7,-0.5,-1.57
-0.5,1.69,2.14,-1.06,-0.56
-1.06,1.67,2.17,-0.13,0.93
-0.13,1.98,1.78,1.13,1.26
1.13,2.26,1.58,0.89,-0.24
0.89,1.97,1.81,-0.91,-1.8
-0.91,1.58,2.29,-1.09,-0.18
-1.09,1.7,2.15,0.49,1.58
0.49,2.14,1.72,1.13,0.64
1.13,2.23,1.63,0.49,-0.64
0.49,1.85,1.95,-0.94,-1.43
-0.94,1.56,2.34,-1,-0.06
-1,1.73,2.11,0.54,1.54
0.54,2.2,1.69,1.1,0.56
1.1,2.2,1.61,0.22,-0.88
0.22,1.8,1.97,-1.07,-1.29
-1.07,1.56,2.17,-0.73,0.34
-0.73,1.81,1.9,0.81,1.54
0.81,2.17,1.52,1.05,0.24
1.05,2.07,1.58,-0.28,-1.33
-0.28,1.68,2.02,-1.05,-0.77
-1.05,1.58,2.12,-0.26,0.79
-0.26,1.95,1.79,1.05,1.31
1.05,2.24,1.53,0.91,-0.14
0.91,1.95,1.73,-0.89,-1.8
-0.89,1.56,2.2,-0.98,-0.09
-0.98,1.69,2.06,0.47,1.45
0.47,2.15,1.65,1.12,0.65
1.12,2.2,1.64,0.22,-0.9
0.22,1.82,1.97,-1.06,-1.28
-1.06,1.6,2.26,-0.9,0.16
-0.9,1.84,1.97,0.91,1.81
0.91,2.31,1.57,1.12,0.21
1.12,2.19,1.72,-0.14,-1.26
-0.14,1.75,2.13,-1.05,-0.91
-1.05,1.64,2.27,-0.45,0.6
-0.45,1.95,1.93,1.06,1.51
1.06,2.32,1.61,1,-0.06
1,2.08,1.73,-0.44,-1.44
-0.44,1.66,2.12,-1,-0.56
-1,1.59,2.14,-0.04,0.96
-0.04,1.93,1.79,1.04,1.08
1.04,2.17,1.61,0.72,-0.32
0.72,1.89,1.85,-1.02,-1.74
-1.02,1.51,2.3,-1.08,-0.06
-1.08,1.71,2.12,0.47,1.55
0.47,2.15,1.7,1.02,0.55
1.02,2.26,1.7,0.15,-0.87
0.15,1.87,2.04,-1.06,-1.21
-1.06,1.67,2.33,-0.77,0.29
-0.77,1.96,2,0.66,1.43
0.11,0.27,0.25,0.48,0.37
0.48,0.59,0.44,0.06,-0.42
0.06,0.74,0.87,-0.63,-0.69
-0.63,0.89,1.22,-0.2,0.43
-0.2,1.27,1.23,0.87,1.07
0.87,1.64,1.21,0.64,-0.23
0.64,1.53,1.51,-0.97,-1.61
-0.97,1.3,1.96,-0.83,0.14
-0.83,1.56,1.81,0.85,1.68
0.85,2.07,1.47,1.02,0.17
1.02,2,1.68,-0.61,-1.63
-0.61,1.62,2.18,-1.04,-0.43
-1.04,1.65,2.18,0.25,1.29
0.25,2.16,1.81,1,0.75
1,2.27,1.71,0.27,-0.73
0.27,1.92,2.08,-1.04,-1.31
-1.04,1.67,2.35,-0.75,0.29
-0.75,1.98,2.06,1.1,1.85
1.1,2.42,1.65,1.13,0.03
1.13,2.18,1.74,-0.7,-1.83
-0.7,1.74,2.33,-1.14,-0.44
-1.14,1.77,2.28,0.77,1.91
0.77,2.34,1.85,1.16,0.39
1.16,2.27,1.82,-0.34,-1.5
-0.34,1.84,2.33,-1.07,-0.73
-1.07,1.81,2.41,-0.07,1
-0.07,2.11,2.01,1.07,1.14
1.07,2.33,1.8,0.68,-0.39
0.68,2,1.98,-1.12,-1.8
-1.12,1.6,2.43,-1.15,-0.03
-1.15,1.72,2.2,0.81,1.96
0.81,2.32,1.72,1.21,0.4
1.21,2.25,1.7,-0.14,-1.35
-0.14,1.78,2.16,-1.12,-0.98
-1.12,1.69,2.35,-0.49,0.63
-0.49,2.03,1.98,1.11,1.6
1.11,2.4,1.6,1.11,0
1.11,2.14,1.74,-0.61,-1.72
-0.61,1.71,2.29,-1.05,-0.44
-1.05,1.71,2.27,0.14,1.19
0.14,2.11,1.86,1.06,0.92
1.06,2.29,1.71,0.59,-0.47
0.59,1.95,1.95,-1.09,-1.68
-1.09,1.62,2.32,-1.05,0.04
-1.05,1.76,2.03,0.78,1.83
0.78,2.22,1.63,1.16,0.38
1.16,2.18,1.66,-0.08,-1.24
-0.08,1.78,2.11,-1.09,-1.01
-1.09,1.65,2.33,-0.57,0.52
-0.57,1.9,1.96,0.95,1.52
0.95,2.26,1.61,1.04,0.09
1.04,2.05,1.69,-0.63,-1.67
-0.63,1.62,2.15,-1.06,-0.43
-1.06,1.65,2.16,0.12,1.18
0.12,2.04,1.75,1.11,0.99
1.11,2.23,1.58,0.63,-0.48
0.63,1.89,1.84,-1.03,-1.66
-1.03,1.53,2.23,-1.05,-0.02
-1.05,1.66,2.01,0.66,1.71
0.66,2.15,1.61,1.11,0.45
1.11,2.16,1.62,-0.18,-1.29
-0.18,1.75,2.04,-1.02,-0.84
-1.02,1.66,2.21,-0.26,0.76
-0.26,1.95,1.85,1.08,1.34
1.08,2.26,1.58,0.81,-0.27
0.81,1.97,1.8,-0.83,-1.64
-0.83,1.57,2.22,-1,-0.17
-1,1.74,2.14,0.4,1.4
0.4,2.13,1.71,1.08,0.68
1.08,2.24,1.67,0.21,-0.87
0.21,1.84,2.01,-1.09,-1.3
-1.09,1.65,2.33,-0.74,0.35
-0.74,1.98,2.03,0.94,1.68
0.94,2.4,1.64,1.09,0.15
1.09,2.24,1.75,-0.23,-1.32
-0.23,1.79,2.12,-1.07,-0.84
-1.07,1.74,2.32,-0.17,0.9
-0.17,2.09,1.93,1.08,1.25
1.08,2.39,1.71,0.62,-0.46
0.62,2.07,2.07,-0.93,-1.55
-0.93,1.7,2.39,-0.85,0.08
-0.85,1.92,2.17,0.7,1.55
0.7,2.29,1.74,1.04,0.34
0.14,0.24,0.15,0.33,0.19
0.33,0.55,0.4,-0.01,-0.34
-0.01,0.7,0.76,-0.51,-0.5
-0.51,0.9,1.05,-0.2,0.31
-0.2,1.22,1.1,0.78,0.98
0.78,1.54,1.12,0.6,-0.18
0.6,1.49,1.37,-0.72,-1.32
-0.72,1.29,1.78,-0.99,-0.27
-0.99,1.41,1.74,0.38,1.37
0.38,1.89,1.43,1,0.62
1,2.03,1.49,-0.13,-1.13
-0.13,1.69,1.91,-1.02,-0.89
-1.02,1.63,2.09,-0.55,0.47
-0.55,1.88,1.79,1.02,1.57
1.02,2.35,1.51,1.1,0.08
1.1,2.12,1.67,-0.62,-1.72
-0.62,1.67,2.26,-1.15,-0.53
-1.15,1.68,2.24,0.02,1.17
0.02,2.1,1.84,1.11,1.09
1.11,2.32,1.67,0.78,-0.33
0.78,1.98,1.97,-1.13,-1.91
-1.13,1.58,2.44,-1.19,-0.06
-1.19,1.75,2.19,0.88,2.07
0.88,2.4,1.73,1.24,0.36
1.24,2.34,1.79,-0.41,-1.65
-0.41,1.87,2.39,-1.12,-0.71
-1.12,1.82,2.45,0.01,1.13
0.01,2.27,2.02,1.09,1.08
1.09,2.44,1.86,0.59,-0.5
0.59,2.09,2.11,-1.12,-1.71
-1.12,1.73,2.54,-1.1,0.02
-1.1,1.85,2.22,0.83,1.93
0.83,2.46,1.77,1.2,0.37
1.2,2.35,1.76,-0.53,-1.73
-0.53,1.88,2.33,-1.08,-0.55
-1.08,1.8,2.34,0.42,1.5
0.42,2.3,1.95,1.07,0.65
1.07,2.36,1.88,0.27,-0.8
0.27,1.95,2.19,-1.07,-1.34
-1.07,1.68,2.45,-0.99,0.08
-0.99,1.92,2.14,0.99,1.98
0.99,2.48,1.71,1.24,0.25
1.24,2.3,1.77,-0.58,-1.82
-0.58,1.84,2.3,-1.14,-0.56
-1.14,1.77,2.34,-0.01,1.13
-0.01,2.18,1.91,1.11,1.12
1.11,2.38,1.69,0.79,-0.32
0.79,2.05,1.91,-0.92,-1.71
-0.92,1.66,2.39,-1.11,-0.19
-1.11,1.75,2.23,0.21,1.32
0.21,2.18,1.78,1.11,0.9
1.11,2.34,1.69,0.39,-0.72
0.39,1.95,2.01,-1.02,-1.41
-1.02,1.68,2.33,-0.83,0.19
-0.83,1.91,2.04,0.99,1.82
0.99,2.38,1.65,1.2,0.21
1.2,2.19,1.68,-0.39,-1.59
-0.39,1.73,2.23,-1.09,-0.7
-1.09,1.7,2.3,0.1,1.19
0.1,2.08,1.86,1.15,1.05
1.15,2.27,1.65,0.61,-0.54
0.61,1.93,1.94,-1.02,-1.63
-1.02,1.59,2.33,-1.04,-0.02
-1.04,1.71,2.1,0.57,1.61
0.57,2.25,1.68,1.13,0.56
1.13,2.26,1.67,-0.06,-1.19
-0.06,1.85,2.11,-1.02,-0.96
-1.02,1.72,2.29,-0.49,0.53
-0.49,2.01,1.97,1,1.49
1,2.39,1.68,1,0
1,2.15,1.8,-0.88,-1.88
-0.88,1.72,2.38,-1.09,-0.21
-1.09,1.8,2.29,0.45,1.54
0.45,2.26,1.83,1.13,0.68
1.13,2.33,1.78,0.2,-0.93
0.2,1.92,2.15,-1.07,-1.27
-1.07,1.68,2.4,-0.86,0.21
-0.86,1.92,2.1,0.86,1.72
0.86,2.46,1.68,1.11,0.25
1.11,2.31,1.76,0.05,-1.06
0.05,1.84,2.17,-0.98,-1.03
-0.98,1.66,2.38,-0.58,0.4
-0.58,1.88,2.08,1.04,1.62
0,0.28,0.44,-0.67,-0.67
-0.67,0.42,0.79,-0.17,0.5
-0.17,0.92,0.83,0.93,1.1
0.93,1.36,0.85,0.56,-0.37
0.56,1.28,1.28,-1.01,-1.57
-1.01,1.11,1.78,-1.04,-0.03
-1.04,1.43,1.67,0.89,1.93
0.89,2.04,1.33,1.04,0.15
1.04,1.99,1.55,-0.73,-1.77
-0.73,1.59,2.1,-1.03,-0.3
-1.03,1.7,2.1,0.64,1.67
0.64,2.26,1.7,0.89,0.25
0.89,2.28,1.74,-0.35,-1.24
-0.35,1.87,2.19,-1.01,-0.66
-1.01,1.81,2.25,0.19,1.2
0.19,2.25,1.88,0.91,0.72
0.91,2.36,1.77,0.29,-0.62
0.29,2.03,2.11,-1.06,-1.35
-1.06,1.8,2.41,-0.52,0.54
-0.52,2.14,2.11,1.17,1.69
1.17,2.49,1.77,1.04,-0.13
1.04,2.18,1.95,-1.04,-2.08
-1.04,1.74,2.5,-1.18,-0.14
-1.18,1.87,2.32,1,2.18
1,2.5,1.82,1.21,0.21
1.21,2.34,1.87,-0.4,-1.61
-0.4,1.87,2.48,-1.08,-0.68
-1.08,1.82,2.54,0,1.08
0,2.29,2.09,1.15,1.15
1.15,2.49,1.88,0.71,-0.44
0.71,2.12,2.1,-1.12,-1.83
-1.12,1.69,2.56,-1.11,0.01
-1.11,1.81,2.27,0.6,1.71
0.6,2.41,1.81,1.11,0.51
1.11,2.39,1.79,-0.18,-1.29
-0.18,1.95,2.27,-1.05,-0.87
-1.05,1.84,2.38,0.03,1.08
0.03,2.23,2.02,1.08,1.05
1.08,2.41,1.8,0.59,-0.49
0.59,2.06,2.12,-1.09,-1.68
-1.09,1.71,2.51,-1.13,-0.04
-1.13,1.89,2.23,0.96,2.09
0.96,2.51,1.79,1.14,0.18
1.14,2.37,1.83,-0.64,-1.78
-0.64,1.9,2.38,-1.08,-0.44
-1.08,1.86,2.35,0.54,1.62
0.54,2.39,1.92,1.14,0.6
1.14,2.35,1.77,0.25,-0.89
0.25,1.94,2.12,-1.1,-1.35
-1.1,1.69,2.38,-0.97,0.13
-0.97,1.91,2.08,1,1.97
1,2.47,1.66,1.22,0.22
1.22,2.3,1.77,-0.66,-1.88
-0.66,1.8,2.38,-1.08,-0.42
-1.08,1.78,2.3,0.29,1.37
0.29,2.18,1.88,1.1,0.81
1.1,2.27,1.75,0.26,-0.84
0.26,1.89,2.06,-1.08,-1.34
-1.08,1.67,2.34,-0.81,0.27
-0.81,1.88,2.06,1.03,1.84
1.03,2.42,1.64,1.17,0.14
1.17,2.24,1.74,-0.41,-1.58
-0.41,1.77,2.29,-1.07,-0.66
-1.07,1.74,2.33,-0.23,0.84
-0.23,2.11,1.94,1.15,1.38
1.15,2.39,1.68,0.91,-0.24
0.91,2.09,1.9,-0.92,-1.83
-0.92,1.67,2.4,-1.11,-0.19
-1.11,1.76,2.28,0.55,1.66
0.55,2.37,1.82,1.13,0.58
1.13,2.39,1.76,0.4,-0.73
0.4,1.95,2.07,-1.04,-1.44
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
1.14,0.04,0.1,0.97,-0.17
0.97,0.23,0.44,0.78,-0.19
0.78,0.47,0.85,0.44,-0.34
0.44,0.69,1.14,0.11,-0.33
0.11,0.89,1.37,-0.24,-0.35
-0.24,1.12,1.56,-0.44,-0.2
-0.44,1.35,1.67,-0.41,0.03
-0.41,1.56,1.73,-0.22,0.19
-0.22,1.73,1.75,-0.05,0.17
-0.05,1.84,1.78,0.08,0.13
0.08,1.91,1.8,0.01,-0.07
0.01,1.95,1.86,-0.11,-0.12
-0.11,1.96,1.93,-0.06,0.05
-0.06,2.01,1.9,-0.03,0.03
-0.03,2.01,1.88,0.07,0.1
0.07,2.03,1.91,0.11,0.04
0.11,2.04,1.94,0.13,0.02
0.13,2.05,1.98,0.14,0.01
0.14,2.04,1.98,0.02,-0.12
0.02,2.05,2,0.04,0.02
0.04,2.04,2,0.15,0.11
0.15,2.05,1.98,0.14,-0.01
0.14,2.04,1.95,0.17,0.03
0.17,2.01,1.96,0.21,0.04
0.21,1.97,1.93,0.2,-0.01
0.2,1.98,1.96,0.08,-0.12
0.08,1.96,2.01,0,-0.08
0,1.99,2.01,0,0
0,1.99,2.03,0.07,0.07
0.07,2.03,2.04,0.1,0.03
0.1,2.09,2.05,0.19,0.09
0.19,2.11,2.04,0.22,0.03
0.22,2.09,2.03,0.15,-0.07
0.15,2.07,2.03,0.09,-0.06
0.09,2.04,2.04,0.08,-0.01
0.08,2.07,2.05,0.12,0.04
0.12,2.08,2.06,0.22,0.1
0.22,2.08,2.07,0.25,0.03
0.25,2.08,2.06,0.27,0.02
0.27,2.07,2.04,0.22,-0.05
0.22,2.03,2.04,0.06,-0.16
0.06,2.03,2.05,0.03,-0.03
0.03,2.02,2.1,0.07,0.04
0.07,2.04,2.08,0.11,0.04
0.11,2.05,2.08,0.11,0
0.11,2.06,2.09,0.08,-0.03
0.08,2.09,2.09,0,-0.08
0,2.11,2.11,0.15,0.15
0.15,2.15,2.09,0.3,0.15
0.3,2.14,2.05,0.27,-0.03
0.27,2.07,2,0.15,-0.12
0.15,2,2,0.05,-0.1
0.05,1.96,1.98,0.09,0.04
0.09,2.01,2.02,-0.12,-0.21
-0.12,2,2.02,-0.06,0.06
-0.06,2,2,0.06,0.12
0.06,2.02,1.96,0.13,0.07
0.13,2.06,1.97,0.18,0.05
0.18,2.05,1.97,0.18,0
0.18,2.02,1.98,0.14,-0.04
0.14,2.01,1.96,0.11,-0.03
0.11,1.99,1.95,0.12,0.01
0.12,2.01,1.96,0.07,-0.05
0.07,1.99,1.97,0.17,0.1
0.17,2.03,1.99,0.15,-0.02
0.15,2.03,2,0.27,0.12
0.27,2.02,1.98,0.38,0.11
0.38,2.02,1.96,0.37,-0.01
0.37,1.97,1.91,0.53,0.16
0.53,1.96,1.83,0.53,0
0.53,1.95,1.86,0.43,-0.1
0.43,1.94,1.93,0.29,-0.14
0.29,1.89,1.96,0.16,-0.13
0.16,1.87,2.01,0.05,-0.11
0.05,1.86,1.99,0.06,0.01
0.06,1.93,2.01,-0.02,-0.08
-0.02,1.94,2.01,-0.11,-0.09
-0.11,1.95,2.03,-0.12,-0.01
-0.12,2,2.06,-0.12,0
-0.12,2,2.05,-0.06,0.06
-0.06,2,2.02,0.05,0.11
0.05,2,1.98,0.01,-0.04
0.01,2.02,1.98,0.3,0.29
1.25,0.04,0.15,1.15,-0.1
1.15,0.21,0.5,0.97,-0.18
0.97,0.41,0.88,0.58,-0.39
0.58,0.61,1.19,0.02,-0.56
0.02,0.83,1.43,-0.48,-0.5
-0.48,1.04,1.58,-0.54,-0.06
-0.54,1.25,1.63,-0.52,0.02
-0.52,1.44,1.62,-0.45,0.07
-0.45,1.59,1.62,-0.35,0.1
-0.35,1.73,1.65,-0.33,0.02
-0.33,1.83,1.66,-0.29,0.04
-0.29,1.88,1.71,-0.15,0.14
-0.15,1.93,1.71,-0.13,0.02
-0.13,1.96,1.75,-0.06,0.07
-0.06,1.97,1.76,0.14,0.2
0.14,2.01,1.77,0.19,0.05
0.19,2.03,1.81,0.22,0.03
0.22,2.03,1.85,0.09,-0.13
0.09,2.04,1.92,0.06,-0.03
0.06,2.05,2,0.09,0.03
0.09,2.08,2.02,0.06,-0.03
0.06,2.11,2.03,0.16,0.1
0.16,2.1,2.03,0.19,0.03
0.19,2.12,2.04,0.16,-0.03
0.16,2.12,2.07,0.22,0.06
0.22,2.12,2.06,0.22,0
0.22,2.11,2.07,0.2,-0.02
0.2,2.09,2.09,0.02,-0.18
0.02,2.09,2.13,-0.1,-0.12
-0.1,2.09,2.13,-0.1,0
-0.1,2.11,2.12,0.04,0.14
0.04,2.15,2.1,0.18,0.14
0.18,2.14,2.08,0.28,0.1
0.28,2.15,2.08,0.29,0.01
0.29,2.12,2.07,0.21,-0.08
0.21,2.1,2.11,0.11,-0.1
0.11,2.1,2.15,0.03,-0.08
0.03,2.1,2.14,0.06,0.03
0.06,2.1,2.13,0.07,0.01
0.07,2.12,2.11,0.16,0.09
0.16,2.12,2.1,0.2,0.04
0.2,2.11,2.1,0.21,0.01
0.21,2.09,2.08,0.11,-0.1
0.11,2.09,2.11,0.01,-0.1
0.01,2.07,2.11,-0.19,-0.2
-0.19,2.08,2.12,-0.06,0.13
-0.06,2.12,2.12,0.11,0.17
0.11,2.16,2.1,0.16,0.05
0.16,2.19,2.12,0.16,0
0.16,2.19,2.11,0.2,0.04
0.2,2.17,2.11,0.09,-0.11
0.09,2.14,2.11,-0.08,-0.17
-0.08,2.13,2.13,-0.08,0
-0.08,2.12,2.12,-0.01,0.07
-0.01,2.14,2.12,0.13,0.14
0.13,2.15,2.09,0.27,0.14
0.27,2.18,2.07,0.22,-0.05
0.22,2.16,2.1,0.02,-0.2
0.02,2.13,2.12,0.02,0
0.02,2.11,2.08,-0.01,-0.03
-0.01,2.08,2.06,0.12,0.13
0.12,2.11,2.07,0.19,0.07
0.19,2.11,2.05,0.28,0.09
0.28,2.12,2.04,0.27,-0.01
0.27,2.12,2.06,0.23,-0.04
0.23,2.1,2.06,0.21,-0.02
0.21,2.04,2.03,0.18,-0.03
0.18,2.01,2.03,0.24,0.06
0.24,2.03,2.04,0.18,-0.06
0.18,2.02,2.05,0.09,-0.09
0.09,2.04,2.1,-0.01,-0.1
-0.01,2.03,2.12,-0.01,0
-0.01,2.06,2.14,0.01,0.02
0.01,2.11,2.11,-0.02,-0.03
-0.02,2.09,2.13,-0.09,-0.07
-0.09,2.09,2.14,0.02,0.11
0.02,2.11,2.09,0.07,0.05
0.07,2.13,2.07,-0.01,-0.08
-0.01,2.1,2.08,0.37,0.38
0.37,1.46,1.5,-0.88,-1.25
-0.88,1.17,1.74,-0.84,0.04
-0.84,1.34,1.53,0.65,1.49
0.65,1.77,1.22,1.04,0.39
0.15,0.2,0.16,0.19,0.04
0.19,0.48,0.45,0.2,0.01
0.2,0.76,0.72,0.11,-0.09
0.11,1.03,1.01,0.04,-0.07
0.04,1.2,1.21,-0.02,-0.06
-0.02,1.34,1.35,-0.05,-0.03
-0.05,1.49,1.46,-0.04,0.01
-0.04,1.6,1.57,-0.01,0.03
-0.01,1.7,1.65,0,0.01
0,1.78,1.7,0.06,0.06
0.06,1.8,1.76,0.03,-0.03
0.03,1.84,1.79,-0.03,-0.06
-0.03,1.85,1.85,-0.08,-0.05
-0.08,1.86,1.88,-0.11,-0.03
-0.11,1.89,1.89,-0.03,0.08
-0.03,1.89,1.85,0.12,0.15
0.12,1.95,1.86,0.23,0.11
0.23,2,1.91,0.23,0
0.23,1.98,1.91,0.1,-0.13
0.1,2.01,1.98,0,-0.1
0,1.96,1.99,0,0
0,2.03,2.03,0.03,0.03
0.03,2.05,2,0.12,0.09
0.12,2.04,1.98,0.3,0.18
0.3,2.03,1.97,0.33,0.03
0.33,1.98,1.93,0.3,-0.03
0.3,1.97,1.99,0.19,-0.11
0.19,1.97,2.03,0.16,-0.03
0.16,2,2.04,0.21,0.05
0.21,2.04,2.05,0.17,-0.04
0.17,2.03,2.04,0.03,-0.14
0.03,2,2.06,0.07,0.04
0.07,1.98,2,0.12,0.05
0.12,2.01,2.02,0.19,0.07
0.19,2.01,2,0.17,-0.02
0.17,1.98,1.98,0.13,-0.04
0.13,1.97,1.96,0.15,0.02
0.15,1.99,1.97,0.19,0.04
0.19,2.04,2.02,0.18,-0.01
0.18,2.05,2.01,0.26,0.08
0.26,2.02,2.01,0.26,0
0.26,1.99,1.97,0.27,0.01
0.27,1.98,1.97,0.21,-0.06
0.21,1.96,1.98,0.09,-0.12
0.09,1.97,2.04,-0.02,-0.11
-0.02,1.97,2.06,0.04,0.06
0.04,2,2.06,0.1,0.06
0.1,2.06,2.07,0.03,-0.07
0.03,2.03,2.04,0,-0.03
0,2.02,2.03,0.12,0.12
0.12,2.06,2.02,0.16,0.04
0.16,2.07,2,0.1,-0.06
0.1,2.05,2,0.05,-0.05
0.05,2.02,2,0.08,0.03
0.08,2.02,2,-0.06,-0.14
-0.06,1.99,1.98,-0.08,-0.02
-0.08,2.02,2,-0.08,0
-0.08,2.03,1.98,0,0.08
0,2.03,1.95,0.19,0.19
0.19,2.04,1.92,0.32,0.13
0.32,2.03,1.89,0.31,-0.01
0.31,2.03,1.91,0.26,-0.05
0.26,1.98,1.95,0.15,-0.11
0.15,1.96,1.96,0.09,-0.06
0.09,1.95,1.99,0.15,0.06
0.15,2,2.01,0.12,-0.03
0.12,1.98,1.97,0.11,-0.01
0.11,1.98,2,0.18,0.07
